Gene ID	Gene Name	DO221123	DO221124	DO221127	DO221129	DO222303	DO222304	DO222305	DO222306	DO222307	DO222308	DO222309	DO27763	DO27764	DO27765	DO27767	DO27769	DO27773	DO27775	DO27777	DO27779
ENSG00000011600	TYROBP	132.0	160.0	460.0	180.0	401.0	209.0	318.0	474.0	404.0	687.0	354.0	80.0	66.0	118.0	249.0	97.0	106.0	110.0	181.0	124.0
ENSG00000011638	TMEM159	29.0	36.0	16.0	80.0	16.0	36.0	18.0	29.0	21.0	13.0	58.0	11.0	14.0	14.0	13.0	16.0	36.0	13.0	8.0	15.0
ENSG00000011677	GABRA3							0.3			0.2			0.1							3.0
ENSG00000012048	BRCA1	31.0	42.0	9.0	19.0	6.0	11.0	13.0	14.0	16.0	13.0	13.0	24.0	23.0	39.0	42.0	31.0	18.0	32.0	20.0	16.0
ENSG00000012061	ERCC1	31.0	21.0	26.0	44.0	32.0	65.0	75.0	35.0	34.0	27.0	48.0	27.0	26.0	25.0	19.0	25.0	27.0	26.0	34.0	21.0
ENSG00000012124	CD22	317.0	213.0	16.0	545.0	71.0	212.0	51.0	2.0	173.0	50.0	206.0	307.0	237.0	113.0	82.0	214.0	349.0	252.0	219.0	133.0
ENSG00000012171	SEMA3B	0.4	0.2	0.1	0.1	0.7	0.2	0.2	0.2	0.7	0.4	2.0	2.0	0.9	0.1	10.0	0.6	0.3	0.2	1.0	0.6
ENSG00000012174	MBTPS2	8.0	11.0	4.0	5.0	1.0	3.0	3.0	2.0	2.0	8.0	3.0	2.0	2.0	5.0	6.0	4.0	7.0	5.0	17.0	4.0
ENSG00000012211	PRICKLE3	13.0	14.0	5.0	13.0	4.0	6.0	11.0	8.0	6.0	13.0	8.0	6.0	8.0	8.0	9.0	8.0	11.0	6.0	36.0	13.0
ENSG00000012223	LTF	3.0	2.0	0.5	2.0	3.0	0.9	2.0	0.5	1.0	0.4	327.0	0.2	0.8	0.4	2.0	0.3	7.0	0.2	0.7	0.8
ENSG00000012232	EXTL3	6.0	6.0	3.0	6.0	4.0	4.0	5.0	8.0	4.0	5.0	7.0	5.0	5.0	7.0	9.0	5.0	10.0	4.0	8.0	4.0
ENSG00000012504	NR1H4																	0.2			
ENSG00000012660	ELOVL5	222.0	131.0	97.0	101.0	28.0	37.0	44.0	107.0	63.0	86.0	93.0	72.0	94.0	37.0	116.0	56.0	187.0	110.0	125.0	92.0
ENSG00000012779	ALOX5	44.0	238.0	13.0	85.0	48.0	8.0	13.0	35.0	18.0	11.0	37.0	70.0	202.0	232.0	111.0	122.0	295.0	156.0	22.0	75.0
ENSG00000012817	KDM5D	26.0		1.0		6.0				11.0			38.0	26.0	17.0	20.0	19.0	104.0	21.0	68.0	
ENSG00000012822	CALCOCO1	24.0	23.0	9.0	47.0	6.0	14.0	11.0	13.0	7.0	13.0	11.0	11.0	15.0	13.0	22.0	9.0	78.0	11.0	22.0	17.0
ENSG00000012963	UBR7	111.0	80.0	30.0	43.0	21.0	32.0	32.0	29.0	36.0	51.0	50.0	57.0	85.0	85.0	47.0	51.0	66.0	62.0	86.0	43.0
ENSG00000012983	MAP4K5	22.0	14.0	9.0	27.0	6.0	6.0	3.0	9.0	7.0	3.0	6.0	18.0	19.0	21.0	24.0	20.0	36.0	27.0	22.0	16.0
ENSG00000013016	EHD3	42.0	29.0	10.0	76.0	2.0	26.0	25.0	16.0	5.0	3.0	13.0	4.0	2.0	6.0	9.0	4.0	40.0	7.0	26.0	23.0
ENSG00000013275	PSMC4	132.0	87.0	58.0	133.0	128.0	167.0	189.0	121.0	109.0	182.0	141.0	85.0	139.0	130.0	90.0	91.0	93.0	101.0	84.0	105.0
ENSG00000013288	MAN2B2	20.0	14.0	7.0	38.0	9.0	14.0	11.0	12.0	9.0	20.0	13.0	14.0	13.0	13.0	21.0	12.0	41.0	14.0	37.0	14.0
ENSG00000013293	SLC7A14					0.4		0.1			0.1	0.2		0.1							
ENSG00000013297	CLDN11	0.4	1.0	0.4	1.0	1.0	2.0	0.4	0.6	1.0	1.0	2.0	1.0	1.0	0.4	3.0	0.4	0.8	0.2	0.2	1.0
ENSG00000013306	SLC25A39	107.0	57.0	91.0	92.0	159.0	223.0	201.0	120.0	146.0	154.0	165.0	130.0	160.0	157.0	92.0	140.0	75.0	93.0	151.0	69.0
ENSG00000013364	MVP	91.0	46.0	37.0	82.0	79.0	84.0	231.0	191.0	125.0	84.0	148.0	12.0	11.0	16.0	58.0	11.0	77.0	20.0	105.0	53.0
ENSG00000013374	NUB1	63.0	54.0	22.0	58.0	38.0	55.0	79.0	93.0	18.0	41.0	84.0	29.0	31.0	102.0	51.0	44.0	77.0	37.0	65.0	37.0
ENSG00000013375	PGM3	12.0	12.0	5.0	10.0	3.0	4.0	3.0	3.0	5.0	6.0	5.0	11.0	9.0	10.0	10.0	9.0	14.0	13.0	7.0	13.0
ENSG00000013392	RWDD2A	5.0	4.0	3.0	6.0	2.0	7.0	3.0	3.0	2.0	5.0	4.0	3.0	3.0	5.0	2.0	1.0	7.0	3.0	4.0	4.0
ENSG00000013441	CLK1	99.0	98.0	44.0	171.0	24.0	25.0	28.0	23.0	30.0	16.0	35.0	129.0	124.0	65.0	74.0	109.0	510.0	110.0	43.0	107.0
ENSG00000013503	POLR3B	14.0	18.0	4.0	8.0	8.0	9.0	6.0	9.0	8.0	7.0	8.0	13.0	11.0	18.0	14.0	16.0	10.0	14.0	11.0	9.0
ENSG00000013523	ANGEL1	19.0	19.0	9.0	21.0	7.0	4.0	6.0	16.0	6.0	9.0	8.0	11.0	10.0	16.0	16.0	15.0	19.0	16.0	27.0	9.0
ENSG00000013561	RNF14	52.0	26.0	22.0	34.0	14.0	24.0	28.0	22.0	13.0	16.0	27.0	16.0	25.0	22.0	23.0	21.0	31.0	24.0	26.0	29.0
ENSG00000013563	DNASE1L1	16.0	31.0	9.0	18.0	5.0	5.0	8.0	18.0	10.0	15.0	14.0	8.0	4.0	8.0	14.0	4.0	16.0	10.0	17.0	8.0
ENSG00000013573	DDX11	30.0	37.0	5.0	33.0	17.0	22.0	17.0	16.0	12.0	15.0	11.0	49.0	64.0	58.0	25.0	44.0	31.0	55.0	25.0	11.0
ENSG00000013583	HEBP1	24.0	12.0	8.0	13.0	25.0	4.0	22.0	27.0	15.0	14.0	37.0	8.0	11.0	6.0	14.0	6.0	13.0	13.0	16.0	13.0
ENSG00000013588	GPRC5A	0.2				0.6	0.1			0.1	0.1	3.0	0.7	0.6	0.2	3.0	0.7		0.5	0.2	0.4
ENSG00000013619	MAMLD1	2.0	0.7	0.3	2.0	0.7	0.2	0.6	0.2		0.3	0.7	0.4	0.2	0.5	4.0	0.6	2.0	1.0	2.0	0.8
ENSG00000013725	CD6	9.0	13.0	3.0	30.0	21.0	8.0	10.0	9.0	4.0	7.0	36.0	0.9	0.7	7.0	22.0	1.0	59.0	2.0	29.0	4.0
ENSG00000013810	TACC3	128.0	86.0	36.0	87.0	171.0	208.0	113.0	199.0	212.0	155.0	160.0	255.0	293.0	177.0	130.0	156.0	68.0	151.0	59.0	87.0
ENSG00000014123	UFL1	57.0	60.0	18.0	41.0	6.0	14.0	9.0	6.0	5.0	11.0	7.0	25.0	27.0	38.0	27.0	31.0	85.0	38.0	53.0	52.0
ENSG00000014138	POLA2	36.0	41.0	17.0	25.0	22.0	46.0	38.0	54.0	76.0	60.0	51.0	42.0	50.0	53.0	31.0	32.0	17.0	35.0	12.0	21.0
ENSG00000014164	ZC3H3	17.0	17.0	5.0	28.0	12.0	17.0	20.0	25.0	14.0	21.0	17.0	24.0	25.0	32.0	21.0	19.0	19.0	11.0	39.0	17.0
ENSG00000014216	CAPN1	81.0	66.0	27.0	79.0	42.0	63.0	93.0	70.0	71.0	165.0	77.0	53.0	64.0	68.0	51.0	48.0	68.0	32.0	64.0	60.0
ENSG00000014257	ACPP	10.0	7.0	2.0	13.0	1.0	5.0	1.0	4.0	2.0	2.0	4.0	2.0	0.2	0.3	2.0	3.0	0.6	0.3	5.0	2.0
ENSG00000014641	MDH1	145.0	93.0	153.0	92.0	109.0	123.0	368.0	145.0	154.0	401.0	90.0	103.0	140.0	101.0	72.0	178.0	106.0	106.0	105.0	270.0
ENSG00000014824	SLC30A9	34.0	15.0	15.0	23.0	9.0	13.0	7.0	7.0	15.0	13.0	12.0	16.0	22.0	23.0	25.0	22.0	33.0	28.0	22.0	28.0
ENSG00000014914	MTMR11	2.0	1.0	0.5	1.0	0.5	0.4	0.5	0.5	0.5	0.4	0.4	2.0	0.9	0.4	3.0	0.7	1.0	0.8	2.0	1.0
ENSG00000014919	COX15	45.0	59.0	30.0	49.0	25.0	41.0	37.0	54.0	42.0	47.0	36.0	31.0	33.0	42.0	38.0	45.0	48.0	44.0	63.0	37.0
ENSG00000015133	CCDC88C	32.0	29.0	12.0	111.0	13.0	22.0	10.0	22.0	9.0	10.0	9.0	61.0	40.0	23.0	47.0	51.0	76.0	39.0	51.0	20.0
ENSG00000015153	YAF2	7.0	8.0	11.0	7.0	3.0	5.0	3.0	3.0	4.0	4.0	3.0	5.0	7.0	6.0	5.0	6.0	7.0	7.0	3.0	8.0
ENSG00000015171	ZMYND11	21.0	23.0	8.0	36.0	5.0	7.0	4.0	3.0	4.0	3.0	9.0	8.0	4.0	13.0	27.0	10.0	58.0	13.0	25.0	16.0
ENSG00000015285	WAS	214.0	199.0	38.0	202.0	169.0	207.0	445.0	183.0	257.0	410.0	342.0	145.0	183.0	110.0	102.0	97.0	147.0	93.0	217.0	262.0
ENSG00000015413	DPEP1	0.2	0.5		0.5	0.6	0.2	3.0	0.4	2.0	2.0	2.0	0.1	1.0	0.1	0.4	0.1	2.0		0.4	0.7
ENSG00000015475	BID	39.0	19.0	126.0	65.0	28.0	35.0	42.0	41.0	53.0	19.0	34.0	26.0	29.0	14.0	19.0	24.0	17.0	26.0	51.0	44.0
ENSG00000015479	MATR3	116.0	113.0	62.0	95.0	45.0	57.0	57.0	60.0	57.0	55.0	55.0	121.0	152.0	194.0	123.0	153.0	130.0	150.0	72.0	90.0
ENSG00000015520	NPC1L1					0.1					0.1			1.0	0.1			0.1		0.1	0.2
ENSG00000015532	XYLT2	24.0	9.0	6.0	21.0	14.0	15.0	23.0	14.0	12.0	18.0	29.0	13.0	11.0	14.0	12.0	9.0	22.0	11.0	14.0	8.0
ENSG00000015568	RGPD5					0.3		0.1		0.1										0.1	0.1
ENSG00000015592	STMN4					0.1	0.1	0.9		0.3		0.1	0.1	0.1	0.1	0.3		0.2			0.2
ENSG00000015676	NUDCD3	25.0	27.0	15.0	23.0	15.0	32.0	45.0	21.0	27.0	23.0	26.0	23.0	43.0	30.0	27.0	23.0	28.0	19.0	23.0	13.0
ENSG00000016082	ISL1	0.1				0.1	0.1	6.0		0.2			0.4	0.8		1.0	0.2				0.1
ENSG00000016391	CHDH	0.8	0.4	2.0	5.0	1.0	37.0	9.0	33.0	0.1	13.0	0.7	4.0	2.0	0.1	5.0	4.0	11.0	6.0	10.0	10.0
ENSG00000016402	IL20RA	0.3	0.1	0.1		0.6				0.1		0.2		0.1		0.2	0.1				0.1
ENSG00000016490	CLCA1										0.8			0.1							
ENSG00000016602	CLCA4	0.1												0.1				0.1		0.1	0.1
ENSG00000016864	GLT8D1	30.0	30.0	25.0	31.0	24.0	24.0	17.0	26.0	19.0	25.0	29.0	46.0	41.0	36.0	32.0	28.0	42.0	29.0	19.0	35.0
ENSG00000017260	ATP2C1	36.0	34.0	23.0	29.0	6.0	13.0	11.0	15.0	12.0	12.0	13.0	19.0	20.0	17.0	28.0	22.0	44.0	31.0	34.0	29.0
ENSG00000017373	ENSG00000017373	0.7	0.3	0.1	0.3	0.4	0.2	1.0	0.1	0.2	0.2	0.9	0.2	0.6	0.1	0.1	0.1	0.5	0.4	0.3	0.3
ENSG00000017427	IGF1	1.0	6.0	0.3	3.0	3.0	1.0	1.0	0.1	1.0	0.6	2.0	6.0	5.0	2.0	26.0	7.0	6.0	3.0	1.0	6.0
ENSG00000017483	SLC38A5	8.0	3.0	1.0	18.0	46.0	6.0	4.0	38.0	22.0	3.0	9.0	30.0	24.0	29.0	22.0	35.0	4.0	28.0	51.0	5.0
ENSG00000017621	ENSG00000017621	0.7	0.9	0.4	0.9	0.8	0.7	1.0	0.8	1.0	1.0	1.0	0.6	0.6	0.6	0.3	0.3	0.6	0.6	2.0	0.4
ENSG00000017797	RALBP1	64.0	76.0	18.0	62.0	37.0	47.0	50.0	44.0	29.0	62.0	40.0	47.0	70.0	90.0	80.0	62.0	52.0	46.0	47.0	40.0
ENSG00000018189	RUFY3	14.0	24.0	4.0	38.0	6.0	6.0	10.0	7.0	7.0	11.0	4.0	17.0	37.0	13.0	18.0	16.0	34.0	19.0	27.0	22.0
ENSG00000018236	CNTN1	0.1		0.1	0.8	0.6	0.1	0.1		0.1	0.1	0.2	0.1	0.1		0.6	0.2	3.0	0.3	0.1	0.3
ENSG00000018280	SLC11A1	2.0	1.0	9.0	0.3	1.0	0.3	0.9	2.0	2.0	4.0	1.0	0.9	1.0	0.6	2.0	0.9	0.3	10.0	11.0	1.0
ENSG00000018408	WWTR1	8.0	6.0	5.0	5.0	4.0	2.0	3.0	2.0	2.0	2.0	4.0	2.0	0.9	2.0	10.0	3.0	6.0	4.0	8.0	9.0
ENSG00000018510	AGPS	32.0	28.0	20.0	24.0	8.0	7.0	10.0	11.0	11.0	10.0	11.0	16.0	15.0	30.0	30.0	21.0	31.0	27.0	22.0	20.0
ENSG00000018607	ZNF806													0.1	0.1						0.1
ENSG00000018610	CXorf56	39.0	75.0	77.0	29.0	36.0	47.0	58.0	50.0	39.0	90.0	46.0	14.0	28.0	31.0	27.0	26.0	36.0	29.0	41.0	36.0
ENSG00000018625	ATP1A2		0.1		0.1	0.3				0.2		0.1	0.1	0.6	0.1	1.0	0.2	0.2	0.1		1.0
ENSG00000018699	TTC27	35.0	29.0	16.0	26.0	37.0	36.0	83.0	37.0	41.0	22.0	31.0	28.0	28.0	45.0	27.0	36.0	40.0	28.0	22.0	34.0
ENSG00000018869	ZNF582	0.9	4.0	1.0	7.0	1.0	3.0	1.0	0.8	0.7	5.0	2.0	3.0	4.0	0.2	2.0	3.0	7.0	4.0	1.0	0.6
ENSG00000019102	VSIG2	1.0	5.0	0.4	0.7	1.0	0.2	0.1	0.5	0.8	0.2	7.0	6.0	2.0	0.6	3.0	0.9	1.0	0.4	0.8	1.0
ENSG00000019144	PHLDB1	5.0	4.0	0.5	2.0	2.0	0.6	1.0	0.9	0.9	0.9	1.0	4.0	0.8	0.9	6.0	2.0	2.0	2.0	9.0	4.0
ENSG00000019169	MARCO	9.0	2.0	21.0	9.0	26.0	38.0	17.0	67.0	45.0	4.0	12.0	34.0	9.0	3.0	105.0	2.0	10.0	3.0	129.0	15.0
ENSG00000019186	CYP24A1	1.0				0.3	0.1	1.0	0.2		10.0	0.5		0.2				0.2			0.1
ENSG00000019485	PRDM11	3.0	3.0	0.6	3.0	2.0	3.0	1.0	0.6	2.0	1.0	2.0	2.0	2.0	2.0	4.0	3.0	4.0	2.0	3.0	2.0
ENSG00000019505	SYT13					0.1						0.1		0.1	0.2		0.1		0.1	0.1	
ENSG00000019549	SNAI2	18.0	21.0	5.0	5.0	2.0	2.0	3.0	4.0	5.0	6.0	5.0	18.0	19.0	1.0	30.0	13.0	7.0	10.0	6.0	22.0
ENSG00000019582	CD74	5725.0	8980.0	4232.0	9963.0	3716.0	18797.0	4013.0	10441.0	5925.0	7073.0	9075.0	2694.0	5697.0	3115.0	4511.0	2162.0	5581.0	1998.0	6957.0	8719.0
ENSG00000019991	HGF	0.6	1.0	1.0	0.8	0.4	0.2	0.1	0.1	0.3	0.2	0.3	0.4	0.2	0.6	4.0	1.0	1.0	1.0	0.6	1.0
ENSG00000019995	ZRANB1	17.0	19.0	9.0	11.0	7.0	10.0	7.0	10.0	10.0	11.0	11.0	19.0	16.0	23.0	21.0	25.0	25.0	20.0	15.0	13.0
ENSG00000020129	NCDN	19.0	15.0	6.0	28.0	12.0	21.0	8.0	16.0	14.0	7.0	15.0	17.0	13.0	24.0	18.0	18.0	19.0	16.0	20.0	5.0
ENSG00000020181	ADGRA2	22.0	11.0	2.0	9.0	4.0	1.0	2.0	2.0	2.0	3.0	4.0	6.0	2.0	3.0	22.0	6.0	11.0	10.0	12.0	10.0
ENSG00000020219	CCT8L1P		0.1		0.2	0.1							0.1	1.0	0.1						
ENSG00000020256	ZFP64	8.0	7.0	4.0	7.0	4.0	9.0	6.0	5.0	6.0	4.0	5.0	6.0	5.0	8.0	9.0	8.0	7.0	6.0	10.0	4.0
ENSG00000020426	MNAT1	22.0	18.0	25.0	11.0	16.0	19.0	12.0	28.0	20.0	28.0	18.0	19.0	16.0	17.0	12.0	24.0	16.0	20.0	13.0	17.0
ENSG00000020577	SAMD4A	6.0	7.0	1.0	5.0	3.0	1.0	3.0	2.0	2.0	3.0	3.0	1.0	3.0	1.0	5.0	2.0	3.0	4.0	7.0	5.0
ENSG00000020633	RUNX3	104.0	103.0	22.0	121.0	44.0	36.0	103.0	39.0	68.0	43.0	82.0	46.0	49.0	20.0	93.0	44.0	95.0	55.0	83.0	77.0
ENSG00000020922	MRE11	44.0	55.0	17.0	31.0	10.0	3.0	14.0	11.0	10.0	21.0	12.0	63.0	22.0	36.0	36.0	37.0	39.0	46.0	46.0	22.0
ENSG00000021300	PLEKHB1	2.0	3.0	3.0	6.0	2.0	7.0	4.0	0.8	12.0	2.0	6.0	3.0	2.0	8.0	2.0	0.7	8.0	0.9	5.0	11.0
ENSG00000021355	SERPINB1	227.0	95.0	196.0	115.0	70.0	49.0	102.0	233.0	156.0	198.0	189.0	24.0	12.0	26.0	56.0	30.0	115.0	45.0	502.0	122.0
ENSG00000021461	CYP3A43					0.2		0.1			0.1			0.1				0.1			0.1
ENSG00000021488	SLC7A9	0.1	0.1		0.3	0.5	0.1		0.1		0.1	0.4	0.2	0.6	0.1	0.2	0.1	0.4		0.2	0.3
ENSG00000021574	SPAST	20.0	20.0	18.0	24.0	9.0	10.0	10.0	8.0	8.0	6.0	8.0	15.0	15.0	25.0	22.0	26.0	35.0	21.0	15.0	17.0
ENSG00000021645	NRXN3	0.6	0.2		0.4	0.2		0.1		0.1	0.1	0.2	0.1	0.2	0.1	0.1	0.1	0.2	1.0	2.0	0.1
ENSG00000021762	OSBPL5	4.0	3.0	1.0	3.0	2.0	0.9	1.0	2.0	2.0	1.0	2.0	4.0	1.0	3.0	5.0	4.0	4.0	4.0	7.0	3.0
ENSG00000021776	AQR	25.0	26.0	6.0	26.0	5.0	4.0	4.0	4.0	4.0	3.0	5.0	18.0	15.0	26.0	27.0	19.0	33.0	19.0	16.0	17.0
ENSG00000021826	CPS1	0.5	0.3	0.1	0.3	0.2	0.1	0.5	0.1	0.6	0.1	0.5	0.1	0.2	0.2	0.4	0.1	0.3	0.1	0.1	0.4
ENSG00000021852	C8B													0.2							
ENSG00000022267	FHL1	9.0	12.0	1.0	9.0	8.0	1.0	2.0	0.6	3.0	2.0	9.0	6.0	2.0	2.0	27.0	8.0	28.0	8.0	9.0	34.0
ENSG00000022277	RTF2	105.0	100.0	76.0	97.0	71.0	119.0	125.0	105.0	97.0	121.0	99.0	72.0	95.0	75.0	66.0	77.0	91.0	80.0	73.0	66.0
ENSG00000022355	GABRA1																				
ENSG00000022556	NLRP2	68.0	36.0	5.0	29.0	0.8	0.8	1.0	0.7	0.7	16.0	33.0	0.1	31.0	0.4	0.2	26.0	0.4	0.7	24.0	29.0
ENSG00000022567	SLC45A4	6.0	3.0	2.0	9.0	4.0	5.0	7.0	5.0	4.0	8.0	5.0	2.0	4.0	2.0	7.0	2.0	8.0	3.0	14.0	2.0
ENSG00000022840	RNF10	99.0	66.0	24.0	82.0	44.0	60.0	70.0	54.0	64.0	65.0	74.0	64.0	85.0	80.0	70.0	63.0	75.0	55.0	63.0	63.0
ENSG00000022976	ZNF839	7.0	13.0	4.0	20.0	7.0	13.0	7.0	10.0	7.0	9.0	6.0	13.0	12.0	9.0	9.0	9.0	14.0	13.0	9.0	7.0
ENSG00000023041	ZDHHC6	76.0	85.0	46.0	96.0	25.0	39.0	26.0	36.0	36.0	31.0	45.0	75.0	67.0	46.0	49.0	62.0	138.0	81.0	45.0	61.0
ENSG00000023171	GRAMD1B	7.0	5.0	12.0	28.0	0.7	15.0	23.0	10.0	28.0	1.0	3.0	0.3	0.4	0.6	5.0	0.7	12.0	0.5	12.0	2.0
ENSG00000023191	RNH1	55.0	46.0	38.0	49.0	96.0	100.0	117.0	99.0	90.0	80.0	100.0	31.0	39.0	33.0	45.0	41.0	37.0	33.0	40.0	36.0
ENSG00000023228	NDUFS1	29.0	21.0	16.0	22.0	16.0	10.0	15.0	14.0	13.0	11.0	13.0	21.0	17.0	28.0	28.0	27.0	29.0	23.0	19.0	16.0
ENSG00000023287	RB1CC1	24.0	18.0	16.0	24.0	3.0	3.0	5.0	6.0	5.0	5.0	5.0	17.0	17.0	21.0	25.0	20.0	45.0	19.0	19.0	21.0
ENSG00000023318	ERP44	50.0	36.0	43.0	41.0	48.0	127.0	133.0	43.0	107.0	76.0	48.0	60.0	44.0	26.0	47.0	52.0	53.0	37.0	130.0	81.0
ENSG00000023330	ALAS1	119.0	71.0	88.0	56.0	45.0	62.0	250.0	165.0	74.0	66.0	79.0	54.0	48.0	47.0	85.0	59.0	56.0	65.0	379.0	67.0
ENSG00000023445	BIRC3	256.0	374.0	78.0	217.0	40.0	30.0	161.0	25.0	122.0	35.0	69.0	35.0	51.0	26.0	99.0	26.0	343.0	121.0	431.0	116.0
ENSG00000023516	AKAP11	50.0	42.0	17.0	65.0	5.0	8.0	13.0	6.0	6.0	6.0	11.0	13.0	18.0	26.0	30.0	17.0	64.0	29.0	33.0	19.0
ENSG00000023572	GLRX2	21.0	20.0	54.0	15.0	33.0	16.0	23.0	22.0	21.0	30.0	24.0	33.0	21.0	23.0	25.0	31.0	15.0	23.0	24.0	25.0
ENSG00000023608	SNAPC1	48.0	16.0	82.0	21.0	18.0	11.0	16.0	21.0	11.0	14.0	27.0	25.0	13.0	13.0	19.0	28.0	22.0	21.0	11.0	38.0
ENSG00000023697	DERA	43.0	57.0	31.0	26.0	23.0	23.0	33.0	31.0	25.0	44.0	30.0	35.0	42.0	34.0	38.0	40.0	34.0	39.0	17.0	41.0
ENSG00000023734	STRAP	247.0	226.0	106.0	143.0	160.0	154.0	197.0	135.0	181.0	184.0	178.0	171.0	162.0	231.0	160.0	216.0	148.0	192.0	162.0	129.0
ENSG00000023839	ABCC2	0.3	0.7	0.3	0.9	0.4	0.1		0.1	0.2		0.1	0.5	1.0	0.4	0.4	0.7	3.0	0.6	1.0	0.8
ENSG00000023892	DEF6	114.0	55.0	40.0	155.0	72.0	102.0	75.0	160.0	110.0	93.0	172.0	79.0	74.0	64.0	51.0	47.0	141.0	65.0	76.0	45.0
ENSG00000023902	PLEKHO1	74.0	54.0	33.0	126.0	57.0	93.0	167.0	104.0	51.0	25.0	162.0	62.0	48.0	33.0	57.0	10.0	53.0	20.0	73.0	36.0
ENSG00000023909	GCLM	16.0	13.0	9.0	12.0	4.0	2.0	3.0	5.0	2.0	4.0	6.0	7.0	7.0	9.0	11.0	6.0	10.0	8.0	7.0	12.0
ENSG00000024048	UBR2	22.0	22.0	9.0	35.0	5.0	8.0	8.0	9.0	7.0	9.0	8.0	10.0	14.0	16.0	23.0	16.0	42.0	19.0	21.0	14.0
ENSG00000024422	EHD2	29.0	21.0	4.0	16.0	26.0	10.0	10.0	15.0	15.0	23.0	13.0	13.0	5.0	8.0	81.0	16.0	15.0	14.0	16.0	32.0
ENSG00000024526	DEPDC1	34.0	32.0	9.0	9.0	5.0	5.0	4.0	4.0	9.0	5.0	7.0	25.0	29.0	29.0	16.0	14.0	13.0	28.0	6.0	8.0
ENSG00000024862	CCDC28A	57.0	76.0	48.0	37.0	34.0	71.0	59.0	85.0	58.0	45.0	65.0	35.0	47.0	46.0	42.0	43.0	99.0	44.0	41.0	58.0
ENSG00000025039	RRAGD	11.0	9.0	7.0	8.0	9.0	4.0	48.0	8.0	11.0	127.0	9.0	3.0	3.0	4.0	10.0	3.0	4.0	5.0	23.0	6.0
ENSG00000025156	HSF2	38.0	40.0	10.0	18.0	11.0	19.0	11.0	16.0	12.0	21.0	16.0	37.0	34.0	37.0	27.0	37.0	37.0	33.0	16.0	29.0
ENSG00000025293	PHF20	24.0	28.0	9.0	24.0	9.0	9.0	11.0	8.0	7.0	13.0	10.0	13.0	12.0	25.0	25.0	24.0	26.0	19.0	26.0	10.0
ENSG00000025423	HSD17B6	1.0	7.0	3.0	2.0	2.0	1.0	2.0	3.0	4.0	5.0	4.0	5.0	4.0	3.0	10.0	4.0	0.7	6.0	3.0	4.0
ENSG00000025434	NR1H3	138.0	77.0	74.0	96.0	167.0	45.0	137.0	261.0	99.0	40.0	170.0	25.0	22.0	20.0	54.0	11.0	26.0	51.0	86.0	51.0
ENSG00000025708	TYMP	171.0	98.0	146.0	184.0	244.0	118.0	293.0	441.0	189.0	151.0	428.0	22.0	23.0	60.0	122.0	17.0	69.0	58.0	168.0	66.0
ENSG00000025770	NCAPH2	66.0	83.0	83.0	63.0	106.0	156.0	160.0	196.0	180.0	80.0	155.0	104.0	145.0	106.0	59.0	90.0	54.0	91.0	44.0	44.0
ENSG00000025772	TOMM34	43.0	49.0	27.0	51.0	132.0	62.0	101.0	67.0	91.0	118.0	58.0	95.0	106.0	96.0	97.0	81.0	44.0	68.0	98.0	77.0
ENSG00000025796	SEC63	37.0	34.0	14.0	22.0	13.0	10.0	12.0	9.0	16.0	20.0	15.0	21.0	22.0	25.0	27.0	26.0	40.0	25.0	33.0	40.0
ENSG00000025800	KPNA6	27.0	24.0	10.0	34.0	12.0	7.0	15.0	10.0	13.0	12.0	15.0	15.0	16.0	29.0	32.0	24.0	32.0	22.0	21.0	16.0
ENSG00000026025	VIM	1128.0	435.0	197.0	609.0	685.0	154.0	919.0	714.0	338.0	306.0	848.0	418.0	292.0	369.0	683.0	336.0	681.0	387.0	381.0	630.0
ENSG00000026036	RTEL1-TNFRSF6B	2.0	1.0	0.3	2.0	0.4	0.7	0.3	0.5	0.2	0.4	0.4	1.0	2.0	2.0	0.6	1.0	2.0	1.0	1.0	0.4
ENSG00000026103	FAS	106.0	76.0	12.0	36.0	7.0	3.0	55.0	12.0	29.0	10.0	48.0	5.0	4.0	4.0	31.0	7.0	53.0	12.0	19.0	73.0
ENSG00000026297	RNASET2	38.0	27.0	9.0	84.0	55.0	48.0	38.0	116.0	18.0	95.0	56.0	18.0	25.0	16.0	21.0	23.0	51.0	20.0	18.0	40.0
ENSG00000026508	CD44	208.0	77.0	83.0	320.0	36.0	63.0	82.0	85.0	90.0	91.0	125.0	9.0	5.0	12.0	96.0	9.0	105.0	46.0	196.0	112.0
ENSG00000026559	KCNG1	0.5	0.1		0.2	0.2	0.1	0.2			0.3	0.9	0.2	0.4	0.1	0.3	0.1	0.8	0.7	0.7	0.1
ENSG00000026652	AGPAT4	2.0	1.0	0.4	5.0	1.0	0.3	0.6	2.0	1.0	1.0	1.0	2.0	3.0	4.0	3.0	3.0	3.0	2.0	2.0	1.0
ENSG00000026751	SLAMF7	53.0	30.0	179.0	112.0	33.0	148.0	61.0	35.0	50.0	144.0	38.0	2.0	1.0	15.0	55.0	7.0	47.0	6.0	493.0	3.0
ENSG00000026950	BTN3A1	29.0	33.0	20.0	92.0	8.0	10.0	9.0	8.0	6.0	3.0	15.0	9.0	8.0	23.0	38.0	17.0	100.0	27.0	37.0	11.0
